herd;cow;lnscc;lnsccel
2414;11150;4.79;0.39
2414;11151;4.25;0.62
2414;11152;5.02;0.48
2414;11153;4.74;0.28
2414;11154;3.3;1.34
2414;11155;3.78;0.04
2414;11156;2.89;1.19
2414;11157;6.85;1.57
2414;11159;3.26;-0.53
2414;11160;4.65;0.64
2414;11161;5.66;-0.62
2414;11162;4.37;0.08
2415;11163;6.02;1.51
2415;11164;3.43;-1.09
2415;11165;4.5;0.98
2415;11166;2.83;0.06
2416;11167;4.6;-0.48
2416;11168;5.09;2.48
2417;11169;4.39;0.18
2417;11170;1.61;-0.57
2417;11171;2.56;-1.3
2418;11172;6.66;-0.64
2418;11173;3;-1.44
2418;11174;7.62;-1.14
2419;11175;4.2;0.04
2419;11176;3.93;-0.08
2419;11178;4.96;-0.21
2419;11179;2.77;-1.2
2419;11180;4.79;-0.42
2420;11182;3.71;-0.61
2420;11183;4.82;-0.36
2420;11185;4.19;-0.36
2420;11186;3.66;0.16
2420;11187;3.78;-0.2
2421;11188;3.87;-0.94
2421;11189;3.22;-0.77
2421;11190;4.14;-0.83
2421;11191;4.16;-0.87
2421;11193;2.83;-1.01
2421;11195;4.75;-1.81
2422;11196;3.66;-1.04
2423;11197;4.3;-1.2
2423;11198;3.37;0.85
2424;11200;3.04;-0.89
2426;11202;3.56;-0.37
2426;11203;3.56;2.29
2426;11204;4.34;-0.77
2426;11206;3.78;-1.06
2427;11207;4.58;1
2427;11208;3.18;1.41
2428;11211;2.56;-0.69
2428;11212;3.22;-0.94
2429;11213;2.71;-1.61
2429;11214;4.52;0.48
2429;11215;6.26;0.15
2429;11216;4.74;-0.15
2429;11220;3.66;3.66
2429;11221;2.83;-1.12
2429;11222;4.37;0.17
2429;11223;2.3;0.98
2430;11225;2.89;-1.27
2431;11226;4.16;0.37
2431;11227;4.88;0.2
2431;11228;6.04;-0.44
2431;11229;4.38;0.02
2432;11231;3.14;0.89
2432;11232;4.62;0.24
2432;11233;3.56;3.03
2433;11235;3.87;0.18
2433;11236;3.37;3.36
2433;11237;3.58;-2.06
2434;11239;4.22;0.62
2435;11241;3.93;1.66
2435;11242;3.26;-1.87
2435;11243;3.87;-1.48
2436;11244;3.26;-1.44
2437;11246;4.13;2.36
2438;11247;4.51;0.67
2438;11248;3.37;-1.66
2438;11252;3.18;-0.87
2438;11253;3.37;1.33
2438;11254;3.58;-0.96
2439;11255;3.22;2.52
2439;11256;5.73;2.33
2439;11257;3.91;-0.62
2439;11258;4.93;1.47
2439;11259;5.5;3.72
2439;11260;4.04;1.25
2439;11263;4.25;0.2
2440;11264;6.09;0.82
2441;11265;2.89;0.28
2441;11266;3.95;-1.33
2441;11267;3.81;0.18
2441;11269;5.29;-0.17
2442;11270;5.63;0.77
2443;11271;4.14;0.97
2443;11272;3.93;1.12
2443;11273;4.13;0.34
2444;11274;9.22;2.16
2444;11275;6.28;0.86
2444;11276;4.08;-1.3
2445;11277;6.25;-0.2
2445;11279;3.53;-0.96
2445;11280;4.25;0.2
2447;11283;4.34;-0.51
2447;11285;3.91;-0.92
2449;11289;4.25;0.87
2449;11290;3.61;-0.5
2449;11292;5.06;1.05
2449;11293;3.4;-0.56
2449;11294;3.3;-1.09
2450;11296;3.83;-0.75
2451;11297;4.36;-0.2
2451;11298;5;2.04
2451;11300;3.22;-1.27
2451;11301;3.4;-0.33
2452;11302;3.56;2.69
2452;11303;3.18;-1.56
2452;11306;3.3;-1.2
2452;11309;3.89;0.37
2452;11311;4.97;-1.52
2452;11312;3;-1.2
2452;11313;3.61;-1.2
2452;11314;2.48;-1.12
2452;11315;2.4;-1.81
2453;11317;5.14;1.43
2453;11318;6.73;0.24
2453;11319;5.65;0.79
2454;11320;3.58;-0.57
2454;11321;4.2;-0.87
2454;11322;2.94;2.88
2455;11324;5.03;0.31
2455;11325;4.74;0.14
2455;11326;4.61;-1.04
2455;11327;4.47;-0.67
2455;11328;3.89;-0.77
2455;11329;5.62;-1.27
2457;11331;5.86;1.23
2457;11332;3.53;-0.01
2458;11333;4.99;-0.2
2458;11334;4.61;1.13
2459;11335;5.36;-0.28
2459;11336;5.92;-0.47
2459;11337;4.03;-0.04
2461;11340;4.34;-0.05
2461;11341;6.46;-0.31
2461;11342;4.26;0.41
2461;11343;3.5;0.23
2462;11344;3.58;-1.99
2462;11345;4.52;-1.09
2462;11346;3.95;0.17
2462;11347;5.21;-0.83
2463;11348;6.29;0.05
2463;11349;4.16;-0.01
2463;11350;6.17;-0.16
2464;11352;2.3;-0.73
2465;11353;4.75;-0.12
2465;11354;5.02;1.77
2465;11355;3.71;-0.62
2465;11356;2.64;-0.53
2465;11357;5.94;-0.85
2465;11358;5.62;0.85
2466;11360;3.91;1.06
2466;11362;4.06;0.31
2467;11365;5.05;1.15
2467;11366;2.89;-0.12
2468;11367;6;-0.56
2468;11368;3.4;-0.99
2468;11369;4.03;-0.42
2469;11370;4.09;0.4
2469;11371;3.37;-0.94
2470;11372;3.26;-0.87
2470;11373;3.87;-0.92
2470;11374;2.64;-1.56
2471;11375;5.64;1.58
2471;11376;3;1.42
2472;11377;6.75;0.1
2472;11378;6.39;0.67
2472;11379;3.5;-0.61
2472;11380;4.32;-0.73
2474;11382;7.08;-0.1
2474;11383;7.89;3.51
2474;11384;7.01;1.51
2474;11385;7.67;3.81
2474;11386;6.35;2.25
2474;11387;6.93;0.06
2474;11388;6.45;0.64
2474;11389;5.48;2.39
2474;11390;5.95;2.89
2474;11391;7.68;2.48
2474;11392;8.49;2.97
2474;11393;6.72;1.85
2474;11394;8.61;3.41
2474;11395;8.7;3.79
2474;11402;6.5;-0.73
2474;11403;3.93;-0.53
2474;11404;5.01;1.99
2474;11405;7.07;1.17
2474;11406;5.02;-0.4
2474;11407;6.26;-0.57
2474;11408;7.05;0.42
2474;11409;6.89;2.41
2474;11410;5.5;-1.12
2474;11411;4.19;-0.44
2474;11412;7;2
2474;11413;7.85;1.7
2474;11414;5.35;0.37
2474;11415;8.25;0.93
2474;11416;8.59;-0.33
2474;11417;6.14;0.67
2474;11418;6.64;2.42
2474;11419;6.84;0.61
2474;11420;5.87;0.2
2474;11421;6.33;0.94
2474;11422;7.77;-0.66
2474;11423;7.96;1.94
2474;11424;6.06;0.71
2474;11425;6.3;2.13
2474;11426;7.37;0.02
2474;11427;5.72;1.07
2474;11428;6.82;-0.26
2474;11429;5.76;1.14
2474;11430;6.22;0.96
2474;11431;8.17;-0.29
2474;11432;6.12;0.05
2474;11433;5.08;0.65
2474;11434;4.74;1.21
2474;11435;6.3;0.15
2474;11436;5.16;0.18
2475;11438;2.94;-1.93
2475;11439;3.91;-0.36
2475;11440;4.93;-0.54
2476;11442;3.43;-1.37
2477;11443;4.38;0.07
2478;11447;6.79;1.36
2478;11448;4.09;-0.5
2478;11449;5.96;-0.99
2478;11451;3.26;-1.4
2478;11452;7.95;0.28
2479;11455;5.3;-0.19
2479;11456;2.83;-1.81
2479;11457;3.83;0.57
2480;11458;4.56;0.07
2480;11459;4.84;0.32
2480;11461;4.8;0.93
2480;11462;4.29;-1.4
2481;11463;4.25;1.81
2481;11464;4.73;2.45
2481;11465;5.82;-0.51
2484;11469;3.18;1.65
2485;11470;3.33;-0.81
2486;11471;3.14;-0.62
2486;11472;4.01;-0.96
2487;11475;4.76;-1.27
2487;11476;2.83;-1.14
2488;11477;5.64;3.15
2488;11478;4.69;0.29
2488;11479;2.89;-1.06
2489;11480;5.14;0.89
2489;11481;3;-1.33
2489;11482;3.99;0.65
2489;11483;4.33;0.72
2490;11485;3.93;-0.14
2491;11487;3.83;-1.12
2491;11488;3.58;-0.57
2491;11489;3;-0.75
2491;11490;4.01;0.14
2491;11491;3.14;-0.2
2492;11492;4.98;-0.19
2492;11493;4.16;-0.47
2493;11494;4.51;1.54
2494;11495;3.76;-0.64
2494;11497;4.64;1.85
2495;11498;4.04;-0.61
2495;11499;4.91;0.54
2496;11502;4.04;1.22
2496;11503;8.21;0.23
2496;11504;5.81;1.41
2496;11505;5.42;-0.08
2497;11506;5.58;2.35
2497;11507;5.87;2.62
2497;11508;4.36;-0.94
2498;11509;3.09;1.43
2498;11510;4.65;-0.38
2498;11511;3.37;-1.14
2498;11512;2.77;-1.56
2498;11513;2.77;0.14
2498;11514;3.04;1.07
2499;11515;3.89;0.13
2499;11517;3;-0.56
2499;11519;2.56;-1.4
2499;11520;3.14;0.94
2499;11521;2.71;-0.87
2499;11522;3.26;-1.44
2499;11523;2.94;0.09
2500;11524;3.43;1.62
2500;11525;3.09;-1.44
2500;11526;3.89;0.76
2500;11527;4.38;0.99
2500;11528;2.77;-0.66
2500;11529;3.26;-0.92
2500;11530;3.71;-1.04
2500;11531;5.09;2.55
2500;11532;2.64;-0.81
2500;11533;2.3;-1.76
2500;11534;2.56;-1.04
2502;11536;4.01;-0.59
2502;11537;3.22;0.8
2502;11538;4.19;-0.45
2504;11541;4.75;-0.64
2504;11542;2.89;-1.44
2504;11543;2.83;-1.2
2504;11544;3.91;-0.57
2505;11545;3.87;-0.01
2505;11546;3.66;0.3
2506;11547;3.83;-0.31
2507;11548;4.7;0.77
2507;11549;2.89;-0.89
2508;11551;3.83;1.67
2508;11552;4.62;0.89
2508;11553;3.53;1.58
2509;11555;4.03;-0.5
2510;11556;3.93;1.1
2510;11557;4.53;2.41
2510;11558;3.5;0.31
2510;11559;6.49;0.04
2510;11560;3.91;2
2510;11561;2.77;-1.27
2510;11562;4.14;1.12
2510;11564;4.03;0.75
2510;11565;4.32;0.57
2510;11566;4.13;1.19
2511;11567;3.22;-1.2
2511;11568;4.28;-0.83
2512;11571;4.49;1.42
2512;11572;4.48;0.68
2512;11573;4.36;1.76
2513;11574;2.64;-1.27
2514;11575;2.48;-1.3
2514;11576;3.47;-0.92
2515;11577;2.2;-1.52
2515;11579;3.33;-1.14
2515;11580;3.14;-0.14
2516;11583;4.91;1.18
2517;11585;3.14;0.04
2517;11586;3.53;-0.27
2517;11587;3.4;0.38
2517;11588;3.56;-0.38
2518;11589;4.03;1.85
2518;11591;3;-0.06
2518;11592;3.85;1.62
2518;11595;3.5;-0.5
2519;11596;5.58;3.27
2519;11597;3.09;-1.14
2519;11598;3;-0.83
2519;11599;3.87;-0.62
2519;11600;3.04;0.28
2519;11601;2.83;-0.31
2519;11602;2.56;-0.96
2519;11603;2.64;1.67
2520;11604;3.26;-1.3
2520;11605;3.85;0.36
2521;11607;5.99;-0.87
2521;11608;3.09;-1.33
2521;11610;3.97;-1.61
2522;11612;3.61;0.16
2523;11613;3.26;-1.37
2523;11614;4.95;-0.34
2523;11615;3.33;0.9
2523;11616;5.91;1.72
2523;11617;5.31;0.59
2523;11618;3.71;0.15
2523;11619;4.2;0.21
2523;11620;6.37;-0.89
2524;11621;2.08;-0.87
2524;11622;3.37;-1.48
2524;11624;2.48;0.3
2524;11625;3.33;-1.14
2524;11626;4.22;-1.81
2524;11627;2.77;0.79
2524;11628;3.95;-1.66
2525;11629;5.31;2.35
2525;11630;4.68;0.95
2525;11631;5.12;2.27
2525;11632;5.28;0.44
2526;11633;3.5;-1.14
2526;11634;3.58;-0.62
2526;11636;2.94;-0.99
2527;11637;3.58;-0.96
2527;11638;3.22;-0.89
2528;11640;5.93;0.36
2528;11641;4.08;2.24
2529;11642;4.22;0.44
2529;11644;4.11;0.31
2529;11645;3.66;-0.18
2530;11646;3.99;0.43
2530;11647;3.89;-0.38
2530;11648;4.19;-0.77
2530;11649;3.47;-0.33
2531;11651;4.94;-1.01
2531;11652;3.22;2.49
2532;11653;4.56;-1.48
2533;11656;5.25;-0.64
2533;11657;3.66;1.93
2533;11658;3.71;-0.04
2533;11660;3.33;-0.87
2534;11661;2.71;-1.56
2534;11662;2.08;-0.18
2534;11664;2.3;-0.12
2535;11665;4.23;-0.83
2536;11666;4.79;0.79
2536;11667;3.43;-1.37
2536;11668;4.72;0.61
2536;11669;3.87;1.33
2537;11674;6.39;-0.03
2538;11675;3.33;-0.92
2538;11676;5.24;0.31
2538;11677;3.89;0.36
2539;11679;6.85;1.41
2539;11680;3.53;-0.23
2539;11681;5.61;0.15
2539;11682;4.19;2.85
2539;11684;4.51;-1.14
2540;11685;4.23;2.73
2540;11686;6.91;0.2
2541;11687;2.77;-1.17
2541;11688;4.16;0.48
2541;11689;3.43;-0.71
2541;11690;3.37;-1.27
2542;11692;5.63;1.31
2542;11693;5.3;3.39
2543;11695;5.39;0.56
2543;11696;3.3;-1.7
2544;11698;3.09;0.75
2544;11699;4.17;-0.87
2544;11700;3.37;-1.48
2544;11701;3.78;-0.44
2544;11702;4.67;-1.12
2544;11703;3.66;-0.71
2545;11704;2.64;-2.3
2545;11705;2.3;-1.23
2545;11706;5.06;-0.21
2545;11707;3.56;-1.66
2546;11709;4.08;-1.09
2546;11710;4.33;0.18
2546;11711;7.53;0.11
2547;11712;3.83;-0.03
2547;11713;4.09;-0.02
2547;11714;3.18;-0.79
2548;11715;3.26;-1.4
2548;11716;3.22;-0.64
2549;11718;4.67;2.67
2550;11720;3.5;-0.56
2551;11722;3.64;-0.57
2551;11723;3.43;-2.06
2551;11724;3.66;-1.7
2551;11725;7.19;-1.3
2552;11726;3.33;-1.23
2552;11727;5.62;0.05
2552;11728;4.01;-0.57
2552;11729;4.5;-0.54
2552;11730;3.04;-1.12
2553;11731;4.69;-0.29
2553;11732;3.87;0.1
2553;11733;2.77;-1.33
2553;11734;3.56;-0.36
2553;11735;4.16;-1.06
2554;11736;4.33;1.1
2554;11737;4.53;-1.44
2554;11738;4.3;-0.26
2554;11739;4.8;-0.14
2554;11740;5.29;0.78
2555;11741;2.56;-1.17
2556;11743;3.74;2.06
2556;11744;3.5;-0.89
2556;11745;3.43;0.57
2556;11746;3.4;-0.69
2557;11747;6.06;0.73
2557;11748;3.89;-0.25
2557;11749;4.13;-0.87
2557;11750;4.85;-0.41
2559;11753;3.69;-0.85
2560;11755;3.58;-0.71
2560;11756;2.89;-1.52
2561;11757;3.5;0.86
2562;11760;3.14;-0.32
2562;11761;3;1.74
2562;11762;3.83;-1.09
2563;11763;4.69;-0.09
2563;11764;4.8;-0.81
2563;11765;3.58;-0.64
2563;11766;3.43;-0.31
2564;11767;3.93;-0.54
2564;11768;3.91;-0.81
2565;11769;4.5;0.07
2565;11770;4.93;0.91
2566;11773;4.98;0.15
2566;11774;5.06;-0.02
2567;11776;4.66;0.38
2567;11777;3.69;-0.67
2568;11778;3.4;-1.27
2569;11779;3.78;-1.52
2569;11780;3.37;-0.5
2570;11781;4.69;-0.64
2570;11782;3.09;-0.87
2570;11784;2.94;1.31
2570;11785;4.16;-0.26
2570;11786;4.06;-0.07
2570;11787;4.14;-1.93
2570;11789;4.13;-0.81
2570;11790;2.71;0.54
2570;11791;4.2;-2.3
2570;11792;3.95;3.41
2570;11793;3.56;1.44
2570;11794;4.26;-0.81
2570;11796;5.58;-1.61
2570;11797;5.82;3.69
2571;11798;3;0.95
2571;11799;3.81;2.11
2571;11800;3.37;-1.33
2571;11801;4.01;-0.07
2571;11802;3.4;0
2571;11803;3.74;0.66
2571;11805;3.87;-0.17
2571;11806;3.58;-1.3
2571;11808;5.12;0.35
2571;11809;5.51;1.64
2571;11810;4.11;-1.93
2572;11811;2.94;1.55
2572;11812;4.29;1.26
2573;11813;4.7;0.31
2573;11814;6.27;1.13
2574;11815;5.11;0.89
2574;11816;2.64;-0.64
2574;11817;3.47;0.21
2574;11818;3.43;-1.27
2575;11820;2.08;-0.75
2575;11821;2.56;-1.4
2576;11822;5.37;0.92
2576;11823;3.99;-0.85
2577;11826;5.9;0.86
2577;11827;3.26;-0.69
2577;11828;3.18;-1.7
2578;11829;2.83;-1.56
2579;11835;3.33;-1.99
2579;11836;3.37;-0.2
2579;11837;5.22;0.77
2580;11838;3.5;0.44
2581;11839;4.69;-0.99
2582;11841;2.94;-0.57
2582;11842;2.89;-1.27
2582;11843;3.69;1.95
2582;11844;4.22;-0.56
2584;11846;3.64;2.32
2584;11848;4.08;0.44
2584;11849;2.71;-1.66
2585;11850;2.3;1.36
2585;11851;3.14;-0.15
2586;11852;3.83;0.44
2587;11853;3.14;-0.94
2587;11854;3.26;1.47
2587;11855;3.87;-0.99
2588;11856;5.42;-1.2
2588;11857;3.37;1
2588;11858;2.89;0.89
2589;11859;3.3;-1.3
2589;11860;3.56;-0.37
2589;11861;3.26;-1.3
2589;11862;2.89;-0.45
2590;11863;5.95;1.69
2590;11864;4.6;2.23
2591;11867;7.51;0.82
2591;11869;3.61;0.24
2592;11870;4.48;-1.3
2592;11871;3.53;-1.17
2592;11872;4.13;2.27
2593;11874;2.48;-0.79
2593;11876;4.19;-0.69
2594;11877;4.86;-0.19
2594;11878;3.3;-1.06
2595;11879;3.14;-0.4
2596;11880;6.28;-1.12
2597;11881;3.56;-1.17
2598;11882;3.64;-0.44
2598;11883;5.48;-0.45
2599;11884;3.78;0.21
2599;11885;6.35;1.34
2600;11886;8.29;-1.09
2600;11887;3.97;-1.14
2600;11888;3.97;1.13
2601;11890;6.78;1.56
2602;11891;2.77;-1.52
2603;11893;4.44;-0.34
2603;11894;6.06;4.4
2603;11895;3.37;-1.48
2603;11896;3.09;-1.04
2604;11897;3.4;-0.71
2604;11898;4.2;-1.27
2605;11899;2.71;-1.66
2605;11900;3.3;1.85
2605;11901;3.61;-0.75
2605;11902;3.22;-0.59
2605;11903;3;-1.2
2606;11904;4.95;0.23
2606;11905;3.22;0.27
2607;11906;3.97;-0.64
2608;11907;4.28;-0.05
2608;11908;3.71;3.07
2608;11910;5.76;-1.23
2608;11911;4.23;0
2608;11912;3.4;-0.37
2609;11913;4.37;-0.44
2609;11914;3.04;-0.59
2610;11915;3.53;-0.53
2612;11919;3.14;-1.23
2613;11920;4.14;1.01
2614;11923;4.98;2.14
2614;11924;3.69;-0.81
2615;11925;3;-1.81
2615;11926;2.4;-0.36
2615;11927;3.74;-0.66
2615;11928;4.09;-0.25
2616;11929;4.36;0.52
2617;11930;8.35;-0.07
2618;11931;2.56;0.2
2618;11932;4.25;-0.34
2618;11933;2.3;0.18
2620;11935;4.76;1.27
2620;11936;7.3;-1.81
2621;11937;8.18;2.33
2621;11938;4.52;0.83
2621;11939;3.64;-0.36
2621;11940;4.45;-0.53
2622;11941;4.66;-0.45
2622;11942;6.4;0.63
2623;11943;5.04;0.68
2623;11944;5.17;1.65
2623;11945;3.53;-1.56
2623;11947;2.64;-0.59
2623;11948;3.04;-1.52
2624;11952;4.49;0.36
2624;11953;4.25;-0.12
2624;11956;3.97;0.42
2625;11958;4.8;-0.4
2625;11959;4.09;0.32
2625;11960;3.61;1
2625;11961;4.38;0.46
2627;11963;3.5;-0.44
2627;11964;4.34;-0.5
2627;11965;4.19;0.62
2627;11966;3.69;-0.17
2628;11967;3.83;-1.12
2629;11969;3;-0.96
2630;11971;3.4;-0.33
2631;11972;3.04;-1.23
2632;11973;3.09;-0.08
2632;11974;4.45;-0.73
2632;11975;3.18;-0.31
2632;11978;4.75;1.6
2633;11979;4.29;0.2
2633;11980;7.05;-0.01
2633;11981;4.65;-0.64
2633;11984;4.48;0.67
2633;11985;5.85;3.86
2634;11986;2.83;-1.14
2634;11987;3.37;-0.04
2634;11988;3.37;3.78
2634;11990;3.18;-1.61
2635;11993;6.77;-0.94
2637;11995;3.18;-1.04
2637;11996;4.67;1.25
2637;11997;3.47;-0.67
2637;11998;5.84;-0.81
2637;11999;3.78;1.65
2638;12000;3.99;-1.17
2638;12001;4.22;-0.99
2639;12002;4.8;-1.37
2639;12003;4.45;0.29
2640;12004;3.33;2.75
2640;12005;4.03;0.98
2640;12006;7.68;0.6
2640;12007;3.33;-1.14
2641;12009;3.47;1.1
2642;12010;6.13;-0.5
2642;12012;3.04;-1.04
2642;12013;4.13;1.96
2643;12014;4.19;-0.4
2643;12016;2.2;-1.7
2644;12017;5.19;-1.4
2644;12018;4.64;0.82
2644;12019;4.56;-1.93
2645;12020;3.76;-1.06
2645;12021;3.89;-0.08
2645;12022;6.61;-0.89
2645;12023;4.29;-1.23
2645;12024;2.89;1.47
2645;12025;4.47;-1.14
2645;12026;3.91;0.86
2646;12027;2.56;-1.56
2646;12028;2.89;-1.33
2646;12029;3.43;-0.33
2647;12030;3.33;0.01
2648;12031;2.77;-1.37
2648;12032;6.32;-0.28
2648;12033;3.71;-0.45
2648;12034;3.85;1.75
2649;12036;3.3;0.3
2649;12038;3.3;-1.81
2649;12039;3.81;0.79
2649;12040;3.47;2.82
2649;12041;4.08;0.11
2649;12042;3.4;2.07
2650;12043;4.32;-0.26
2650;12044;5.57;0.89
2650;12045;4.42;0.45
2651;12047;3.76;0.57
2652;12048;2.77;-1.06
2652;12049;3.89;-0.96
2653;12050;8.9;0.99
2653;12052;4.34;-0.61
2654;12053;3;-0.37
2655;12054;3.4;-0.5
2655;12055;4.68;-0.89
2656;12056;2.64;-1.33
2656;12057;3.22;-0.18
2657;12061;3.3;-1.12
2658;12062;3.37;1.96
2658;12063;3.37;-1.27
2658;12065;7.4;3.91
2658;12066;5.9;-0.56
2658;12067;3;-0.62
2658;12068;3.56;-0.17
2658;12069;3.61;-1.09
2659;12070;3.58;0.16
2659;12071;3.26;0.87
2660;12072;5.66;3.61
2660;12074;3.89;1.73
2661;12075;5.54;-0.38
2661;12077;4.01;-0.54
2662;12078;5.42;0.14
2662;12080;4.69;-0.81
2663;12082;3.71;-1.3
2664;12083;3.93;-0.14
2664;12084;3.04;-1.27
2664;12085;3.18;-0.01
2664;12086;8.16;0.79
2665;12087;7.45;1.85
2665;12088;4.51;-1.14
2665;12089;5.37;1.41
2665;12090;3.37;-0.38
2666;12092;5.67;-1.76
2666;12094;5.52;0.78
2667;12096;5.56;0.28
2668;12097;4.26;2.82
2669;12098;4.56;-0.96
2670;12099;3.56;-0.89
2670;12100;2.89;-1.09
2670;12101;3.78;0.41
2671;12102;5.24;0.71
2671;12103;3.5;-0.73
2672;12104;6.14;0.8
2672;12105;3.85;-0.53
2673;12106;3.33;-0.99
2673;12107;2.89;0.44
2673;12108;2.77;-1.66
2673;12109;3.69;-1.01
2673;12111;1.61;-1.87
2674;12113;3.3;0.77
2675;12114;3.69;-0.33
2675;12115;3.58;-1.06
2675;12116;8.09;-0.12
2676;12117;4.17;1.31
2676;12118;4.16;0.26
2676;12119;3.71;-0.96
2677;12120;4.08;0.54
2677;12121;6.72;-0.26
2678;12124;6.76;-0.61
2678;12125;2.4;1.31
2678;12126;3.91;0.17
2679;12128;3.22;0.81
2679;12130;3.04;-1.48
2680;12133;3.76;-0.38
2680;12134;3.83;-0.5
2681;12135;4.16;-0.37
2681;12136;3.18;-0.54
2682;12138;4.53;-0.16
2683;12139;5.17;-0.14
2683;12140;3.18;-0.59
2684;12141;2.89;-0.94
2684;12143;3.85;4.61
2684;12144;2.77;0.36
2685;12146;3.18;-0.4
2686;12147;3.53;-1.33
2686;12148;4.26;0.04
2686;12149;3.14;1.16
2686;12150;4.14;0.32
2687;12151;3.47;-0.59
2688;12152;5.8;1.73
2688;12153;6.04;3.52
2688;12154;3.58;-1.2
2688;12155;7.88;0.78
2689;12156;6.54;-0.96
2689;12157;2.83;0.38
2689;12158;3.5;-0.51
2689;12159;4.57;-0.44
2689;12160;2.56;-0.61
2689;12161;4.44;0.12
2690;12164;3.95;1.16
2690;12165;4.32;3.84
2691;12166;4.42;0.06
2691;12167;4.13;2.87
2691;12168;3.22;-0.87
2691;12169;2.94;-1.17
2692;12170;3.56;0.96
2692;12171;4.5;-0.57
2693;12173;2.08;-0.47
2693;12174;4.36;-0.37
2693;12175;3.71;-0.62
2693;12176;4.09;1.96
2694;12177;3.33;-0.37
2696;12179;4.33;2.09
2696;12180;4.01;0.14
2696;12181;2.64;-0.64
2696;12182;6.07;1.99
2696;12183;4.97;2.27
2696;12184;3.69;-0.85
2697;12185;4.37;1.71
2698;12186;5.66;0.5
2698;12187;3.83;1.12
2698;12189;3.91;-0.45
2698;12190;3.53;0.45
2698;12191;3.09;-1.44
2699;12193;4.62;-0.56
2699;12194;4.49;-0.48
2700;12195;4.98;1.06
2701;12196;3.58;-0.66
2701;12197;2.48;-0.1
2701;12198;2.48;0.09
2702;12199;4.16;-0.14
2702;12200;2.48;0.89
2702;12201;4.28;1.79
2703;12204;3.18;-0.37
2704;12206;3.18;0.41
2704;12207;3.04;-1.4
2704;12209;3.78;2.4
2704;12210;3.18;-1.2
2705;12212;3.85;-1.12
2705;12213;3.69;-1.23
2707;12216;2.77;-1.66
2708;12218;6.02;1.1
2708;12221;3.33;-0.53
2708;12222;4.2;1.71
2708;12224;3.56;0.76
2709;12225;3.26;1.11
2709;12226;3.47;-1.66
2709;12227;3.37;-1.2
2710;12228;3.66;-1.17
2711;12229;5.66;1.51
2712;12230;3.83;-0.16
2712;12231;3.83;0.05
2712;12232;5.03;-0.19
2712;12233;4.95;0.46
2713;12235;2.83;-1.66
2713;12236;2.89;-0.99
2714;12237;3.89;0.89
2714;12238;2.77;1.72
2716;12241;4.97;-1.27
2716;12242;3.85;-0.56
2716;12243;5.24;1.68
2716;12244;4.13;-0.81
2716;12245;3.37;-0.61
2716;12246;6.27;1.27
2716;12247;3.89;-0.06
2718;12249;3.5;-0.25
2718;12250;3.47;-1.66
2718;12251;3.76;-1.27
2718;12252;4.67;2.96
2718;12253;4.06;-0.81
2719;12255;3.81;-1.3
2719;12256;4.44;-0.37
2720;12257;3.71;-1.37
2720;12258;4.57;0.14
2720;12259;5.58;-0.61
2721;12261;4.55;-0.89
2721;12263;5.57;1.06
2721;12264;3.64;0.17
2721;12265;3.56;-0.03
2722;12266;3.47;-0.81
2722;12267;3.97;0.82
2722;12268;2.94;-0.23
2722;12269;5.24;0.03
2722;12271;3.58;-0.89
2723;12272;4.32;-1.48
2723;12273;2.83;-1.81
2723;12274;3.95;-0.48
2724;12275;6.32;-1.76
2725;12277;4.22;0.44
2726;12279;4.32;-1.81
2727;12280;3.66;-0.69
2727;12282;3;1.05
2727;12283;6.74;0.36
2728;12285;4.19;0.32
2729;12286;2.64;-1.44
2729;12287;2.94;-1.87
2730;12288;3;-1.48
2730;12289;4.93;-0.71
2730;12290;3.81;-0.45
2730;12292;6.85;-0.31
2731;12294;3.3;1.43
2731;12295;4.29;-0.18
2731;12296;4.52;-0.96
2731;12297;3.22;-1.04
2733;12299;3.69;-0.94
2733;12300;3.69;-1.23
2733;12301;3.4;-0.94
2733;12303;4.62;-0.32
2733;12304;4.28;2.44
2734;12305;3.37;0.05
2735;12307;3.26;-0.31
2735;12308;3.64;0.23
2737;12312;5.99;-0.81
2738;12313;4.41;0.04
2738;12314;5.21;-0.83
2738;12315;5.02;-0.31
2739;12316;3.04;-0.71
2739;12317;2.77;1.38
2740;12318;3.47;-0.94
2741;12319;3.37;0.28
2742;12320;3.56;1.3
2742;12321;5.05;0.55
2742;12322;4.19;0.63
2743;12323;5.72;1.54
2743;12324;5.08;0.24
2743;12325;4.01;-0.85
2744;12326;4.74;0.14
2744;12327;4.48;-0.06
2744;12328;4.65;-1.3
2744;12329;4.08;2.76
2745;12330;5.12;0.34
2745;12331;4.84;0.32
2746;12332;2.64;-1.17
2746;12333;3.58;-0.61
2746;12334;2.94;-2.22
2747;12337;7.74;-0.26
2748;12339;3.22;0.61
2748;12340;4.32;0.25
2748;12341;5.34;-0.85
2748;12342;4.76;0.28
2749;12343;3;-1.06
2750;12344;4.53;0.27
2750;12345;4.42;-0.73
2751;12346;2.56;-0.61
2751;12347;5.61;0.96
2751;12349;3.04;-0.66
2751;12350;3.26;-0.71
2751;12351;3.99;-0.1
2752;12352;5.48;3.18
2753;12353;4.66;-0.75
2754;12355;3.56;0.43
2754;12356;3.18;-0.54
2755;12357;4.62;0.74
2755;12358;3.47;-0.77
2755;12359;2.2;-2.14
