region,herd,cow,study_lact,herd_size,mwp,parity,milk120,calv_dt,cf,fs,cc,wpc,spc,twin,dyst,rp,vag_disch,h7
2,277,6024,1,139,47,3,3150.899902,1996-12-04,84,,,,2,0,0,0,0,0
2,277,6025,1,139,47,4,3378.800049,1997-01-03,147,1,147,100,1,0,0,0,0,0
2,277,6026,1,139,47,4,3539,1997-05-11,116,0,337,290,9,0,0,0,0,0
2,277,6027,1,139,47,4,3592.199951,1996-12-13,63,0,121,74,2,0,0,0,1,0
2,277,6028,1,139,47,3,2707.600098,1997-03-17,73,1,73,26,1,0,0,0,0,0
2,277,6029,1,139,47,4,3069.899902,1997-04-10,71,1,71,24,1,0,0,0,0,0
2,277,6030,1,139,47,4,3366.5,1996-11-21,119,1,119,72,1,0,0,1,0,0
2,277,6031,1,139,47,4,4342.5,1997-04-22,102,1,102,55,1,0,0,0,0,0
2,277,6032,1,139,47,3,3970.5,1996-09-17,59,0,125,78,4,0,0,0,0,0
2,277,6032,2,139,47,4,3521.800049,1997-10-31,68,1,68,21,1,0,0,1,0,0
2,277,6033,1,139,47,4,3144.399902,1997-01-29,76,1,76,29,1,0,0,0,0,0
2,277,6034,1,139,47,4,3598.300049,1997-06-02,69,1,69,22,1,0,0,0,0,0
2,277,6035,1,139,47,4,2663.699951,1997-03-23,103,,,,1,0,0,0,0,0
2,277,6036,1,139,47,4,,1997-01-26,,,,,,0,0,1,0,0
2,277,6037,1,139,47,5,,1997-06-15,,,,,,0,0,0,0,0
2,277,6038,1,139,47,4,3062.199951,1996-12-30,80,,,,2,0,0,0,0,0
2,277,6039,1,139,47,3,3649.199951,1996-11-06,197,1,197,150,1,0,0,0,0,0
2,277,6040,1,139,47,5,3356.399902,1997-08-17,78,0,235,188,5,0,0,0,0,0
2,277,6041,1,139,47,4,3355.800049,1997-06-04,81,1,81,34,1,0,0,1,0,0
2,277,6042,1,139,47,5,3390.800049,1997-07-09,104,1,104,57,1,0,0,0,0,0
2,277,6043,1,139,47,4,4292.100098,1997-02-02,89,0,139,92,2,0,0,0,0,0
2,277,6044,1,139,47,4,,1997-10-20,,,,,,0,0,0,0,0
2,277,6045,1,139,47,4,3094.699951,1997-02-17,114,0,164,117,3,0,0,0,0,0
2,277,6046,1,139,47,4,3555,1996-09-21,67,0,112,65,2,0,0,0,0,0
2,277,6046,2,139,47,5,4306.100098,1997-10-20,109,0,201,154,4,0,0,0,0,0
2,277,6047,1,139,47,5,3701.300049,1997-07-02,73,1,73,26,1,0,0,0,0,0
2,277,6048,1,139,47,4,2520,1997-01-21,68,0,149,102,3,0,0,0,0,0
2,277,6049,1,139,47,4,,1997-02-05,170,,,,1,0,0,0,0,0
2,277,6050,1,139,47,4,3399.5,1996-11-29,59,0,100,53,2,0,0,0,0,0
2,277,6051,1,139,47,3,2935.5,1996-10-12,76,0,99,52,2,0,0,0,0,0
2,277,6051,2,139,47,4,,1997-09-30,,,,,,0,0,0,0,0
2,277,6052,1,139,47,4,3025.300049,1997-05-05,78,0,123,76,2,0,0,1,0,0
2,277,6053,1,139,47,4,3598.800049,1997-06-25,83,1,83,36,1,0,0,0,0,0
2,277,6054,1,139,47,3,3692,1996-09-28,133,,,,3,0,0,1,0,0
2,277,6055,1,139,47,3,,1997-07-11,62,,,,1,0,0,0,0,0
2,277,6056,1,139,47,3,,1997-01-01,113,1,113,66,1,0,0,0,0,0
2,277,6057,1,139,47,4,3712.300049,1997-06-15,191,1,191,144,1,0,0,0,0,0
2,277,6058,1,139,47,3,4262,1997-09-28,102,1,102,55,1,0,0,0,0,0
2,277,6059,1,139,47,4,3019,1997-06-02,104,,,,5,0,0,1,0,0
2,277,6060,1,139,47,3,3429.300049,1997-03-29,51,0,226,179,5,0,0,0,0,0
2,277,6061,1,139,47,3,2897.699951,1996-12-18,94,0,126,79,2,0,0,0,0,0
2,277,6062,1,139,47,3,2986.399902,1996-11-26,74,1,74,27,1,0,0,1,0,0
2,277,6063,1,139,47,4,3614.899902,1997-08-09,53,1,53,6,1,0,0,0,0,0
2,277,6064,1,139,47,2,2977.800049,1996-12-27,109,1,109,62,1,0,0,0,0,0
2,277,6065,1,139,47,2,3885.5,1997-07-14,59,1,59,12,1,0,0,0,0,0
2,277,6066,1,139,47,2,4421.700195,1997-04-21,123,1,123,76,1,0,0,0,0,0
2,277,6067,1,139,47,4,4035.5,1997-08-23,90,0,117,70,2,0,0,0,0,0
2,277,6068,1,139,47,2,2811.800049,1996-10-02,89,0,136,89,3,0,0,0,0,0
2,277,6068,2,139,47,3,3397.199951,1997-11-27,68,0,149,102,4,0,0,0,0,0
2,277,6069,1,139,47,3,2102.199951,1997-01-22,107,0,148,101,2,0,0,0,0,0
2,277,6070,1,139,47,2,2946.399902,1997-01-13,90,0,168,121,3,1,0,0,0,0
2,277,6071,1,139,47,2,2310.800049,1997-01-18,126,0,193,146,2,0,0,0,0,0
2,277,6072,1,139,47,2,2472.899902,1997-03-23,96,0,147,100,2,0,0,0,0,0
2,277,6073,1,139,47,2,,1996-09-04,96,,,,1,0,0,0,0,0
2,277,6073,2,139,47,3,3352.5,1997-09-19,52,1,52,5,1,0,0,0,0,0
2,277,6074,1,139,47,2,3034.5,1996-10-25,94,0,236,189,8,1,0,0,0,0
2,277,6075,1,139,47,2,2543.5,1997-03-31,45,0,124,77,4,0,0,1,0,0
2,277,6076,1,139,47,2,2619.800049,1997-06-08,62,1,62,15,1,0,0,0,0,0
2,277,6077,1,139,47,3,3545.399902,1997-09-29,72,0,101,54,2,0,0,0,0,0
2,277,6078,1,139,47,3,2768.199951,1997-09-02,58,0,91,44,2,0,0,0,0,0
2,277,6079,1,139,47,2,3566.399902,1996-11-30,105,1,105,58,1,0,0,0,0,0
2,277,6080,1,139,47,2,3911.699951,1997-08-11,85,1,85,38,1,0,0,0,0,0
2,277,6081,1,139,47,2,2526.800049,1997-05-04,59,1,59,12,1,0,0,0,0,0
2,277,6082,1,139,47,2,3747.199951,1997-06-14,74,0,94,47,2,0,0,0,0,0
2,277,6083,1,139,47,1,2525.300049,1997-04-26,104,1,104,57,1,0,0,0,0,0
2,277,6084,1,139,47,2,2615.399902,1996-12-20,117,1,117,70,1,0,0,1,0,0
2,277,6085,1,139,47,2,2977.100098,1997-04-30,62,1,62,15,1,0,0,0,0,0
2,277,6086,1,139,47,2,2389.100098,1997-01-17,72,0,119,72,3,0,0,0,0,0
2,277,6087,1,139,47,2,3220.899902,1997-11-01,97,0,190,143,6,0,0,0,0,0
2,277,6088,1,139,47,2,,1997-03-25,,,,,,0,0,0,0,0
2,277,6089,1,139,47,2,2411,1997-01-12,74,,,,3,0,0,0,0,0
2,277,6090,1,139,47,1,,1996-12-31,113,0,182,135,2,0,0,0,0,0
2,277,6091,1,139,47,1,2513.600098,1996-09-04,110,0,332,285,3,0,0,0,0,0
2,277,6092,1,139,47,2,2504.899902,1996-12-29,42,0,85,38,3,0,0,0,0,0
2,277,6093,1,139,47,1,2598.399902,1996-09-04,100,0,117,70,2,0,0,0,0,0
2,277,6093,2,139,47,2,2909.600098,1997-09-26,220,1,220,173,1,0,0,0,0,0
2,277,6094,1,139,47,1,2854.399902,1996-11-26,145,0,242,195,4,0,0,1,0,0
2,277,6095,1,139,47,1,2563.199951,1997-04-30,95,0,116,69,2,0,0,0,0,0
2,277,6096,1,139,47,2,3008.899902,1997-07-27,74,0,157,110,3,0,0,0,0,0
2,277,6097,1,139,47,2,2458.199951,1997-11-08,66,0,104,57,2,0,0,0,0,0
2,277,6098,1,139,47,2,2442.899902,1997-03-05,117,0,155,108,2,0,0,0,0,0
2,277,6099,1,139,47,2,3112.699951,1997-08-06,168,0,248,201,2,0,0,0,0,0
2,277,6100,1,139,47,1,1692,1997-05-16,71,0,115,68,2,0,0,0,0,0
2,277,6101,1,139,47,2,2954.100098,1997-07-25,132,1,132,85,1,0,0,0,0,0
2,277,6102,1,139,47,1,1425,1997-03-13,93,1,93,46,1,0,0,0,0,0
2,277,6103,1,139,47,1,2635.899902,1997-03-29,67,1,67,20,1,0,0,0,0,0
2,277,6104,1,139,47,1,2050.800049,1996-09-22,95,0,162,115,2,0,0,0,0,0
2,277,6105,1,139,47,2,2926.100098,1997-07-25,141,,,,2,0,0,0,0,0
2,277,6106,1,139,47,1,1943,1996-10-04,51,,,,4,0,0,1,0,0
2,277,6107,1,139,47,2,2951.899902,1997-07-28,110,1,110,63,1,0,0,0,0,0
2,277,6108,1,139,47,2,3203.5,1997-09-02,73,1,73,26,1,0,0,0,0,0
2,277,6109,1,139,47,2,2032.800049,1997-08-12,92,,,,3,0,0,0,0,0
2,277,6110,1,139,47,1,2411.5,1996-10-04,65,0,89,42,2,0,0,0,0,0
2,277,6110,2,139,47,2,3082,1997-10-08,91,1,91,44,1,0,0,0,0,0
2,277,6111,1,139,47,1,1927.800049,1997-06-10,72,1,72,25,1,0,0,0,0,0
2,277,6112,1,139,47,1,2340.300049,1996-12-13,62,0,83,36,2,0,0,0,0,0
2,277,6113,1,139,47,1,2538,1996-09-19,50,0,135,88,3,0,0,0,0,0
2,277,6113,2,139,47,2,3390.199951,1997-11-12,66,0,67,20,2,0,0,0,0,0
2,277,6114,1,139,47,1,,1997-04-24,,,,,,0,0,0,0,0
2,277,6115,1,139,47,1,2429.399902,1996-09-30,84,0,103,56,2,0,0,0,0,0
2,277,6115,2,139,47,2,3289.399902,1997-10-23,123,0,207,160,4,0,0,0,0,0
2,277,6116,1,139,47,1,2269.199951,1996-09-18,67,0,215,168,5,0,0,0,0,0
2,277,6117,1,139,47,1,2173.699951,1997-05-20,106,0,203,156,3,0,0,0,0,0
2,277,6118,1,139,47,1,,1997-03-31,82,,,,1,0,0,0,0,0
2,277,6119,1,139,47,2,3044.100098,1997-08-26,109,1,109,62,1,0,0,0,0,0
2,277,6120,1,139,47,2,2797.899902,1997-08-23,112,0,215,168,5,0,0,0,0,0
2,277,6121,1,139,47,1,2326.399902,1996-09-25,96,,,,6,0,0,0,0,0
2,277,6122,1,139,47,1,1571.5,1997-06-01,111,1,111,64,1,0,0,0,0,0
2,277,6123,1,139,47,1,2225.800049,1996-11-26,99,0,118,71,2,0,0,0,0,0
2,277,6124,1,139,47,1,1549.599976,1996-12-26,60,1,60,13,1,0,0,1,0,0
2,277,6125,1,139,47,1,1561.300049,1997-01-09,74,0,140,93,2,0,0,0,0,0
2,277,6126,1,139,47,1,1851.199951,1996-12-05,55,0,115,68,2,0,0,0,0,0
2,277,6127,1,139,47,1,1727.400024,1997-01-10,135,1,135,88,1,0,0,0,0,0
2,277,6128,1,139,47,1,1928.800049,1996-12-21,65,0,104,57,3,0,0,0,0,0
2,277,6129,1,139,47,1,1896.599976,1996-12-04,46,0,156,109,4,0,0,0,0,0
2,277,6130,1,139,47,1,2110.300049,1997-01-22,123,0,189,142,2,0,0,0,0,0
2,277,6131,1,139,47,1,2018.800049,1997-03-31,54,1,54,7,1,0,0,0,0,0
2,277,6132,1,139,47,1,,1997-05-30,72,0,91,44,2,0,0,0,0,0
2,277,6133,1,139,47,1,1830.800049,1997-03-03,49,1,49,2,1,0,0,0,0,0
2,277,6134,1,139,47,1,2078.699951,1997-03-30,92,1,92,45,1,0,0,0,0,0
2,277,6135,1,139,47,1,1866.5,1997-03-03,56,0,91,44,2,0,0,0,0,0
2,277,6136,1,139,47,1,2116.300049,1997-07-22,146,,,,2,0,0,0,0,0
2,277,6137,1,139,47,1,2027.099976,1997-08-16,98,1,98,51,1,0,0,0,0,0
2,277,6138,1,139,47,1,,1997-08-14,60,1,60,13,1,0,0,0,0,0
2,277,6139,1,139,47,1,2086.800049,1997-08-07,102,1,102,55,1,0,0,0,0,0
2,277,6140,1,139,47,1,2097.100098,1997-07-30,52,1,52,5,1,0,0,0,0,0
2,277,6141,1,139,47,1,1894.099976,1997-07-28,86,1,86,39,1,0,0,0,0,0
2,277,6142,1,139,47,1,1927.300049,1997-06-03,109,1,109,62,1,0,0,0,0,0
2,277,6143,1,139,47,1,2242.600098,1997-06-25,81,1,81,34,1,0,0,0,0,0
2,277,6144,1,139,47,1,2502.899902,1997-08-12,102,0,120,73,2,0,0,0,0,0
2,277,6145,1,139,47,1,2479.800049,1997-06-04,112,1,112,65,1,0,0,0,0,0
2,277,6146,1,139,47,1,2649.300049,1997-07-22,71,1,71,24,1,0,0,0,0,0
2,277,6147,1,139,47,1,1590,1997-07-07,84,1,84,37,1,0,0,0,0,0
2,277,6148,1,139,47,1,2143.100098,1997-08-17,91,1,91,44,1,0,0,0,0,0
2,277,6149,1,139,47,1,2280.600098,1997-11-01,81,,,,5,0,0,0,0,0
2,277,6150,1,139,47,1,,1997-11-10,71,,,,1,0,0,0,0,0
2,277,6151,1,139,47,4,3788.100098,1997-07-12,68,0,296,249,9,0,0,0,0,0
2,277,6152,1,139,47,1,2170.699951,1997-11-27,65,0,164,117,4,0,0,0,0,0
2,277,6153,1,139,47,,3419.5,1997-07-23,58,0,103,56,2,0,0,0,0,0
2,277,6154,1,139,47,3,3273.600098,1997-07-11,81,1,81,34,1,0,0,0,0,0
2,277,6155,1,139,47,3,2857,1997-03-03,111,0,156,109,2,0,0,0,0,0
2,277,6156,1,139,47,3,3045.399902,1997-01-17,112,1,112,65,1,0,0,0,0,0
2,277,6157,1,139,47,3,3087.300049,1996-11-03,122,0,203,156,3,0,0,0,0,0
2,277,6158,1,139,47,2,3232.600098,1997-08-23,109,0,233,186,6,0,0,0,0,0
2,277,6159,1,139,47,1,3699.5,1997-09-02,84,0,228,181,6,0,0,0,0,0
2,277,6160,1,139,47,2,2938.300049,1997-07-23,58,0,300,253,7,0,0,0,0,0
2,277,6161,1,139,47,1,2064.300049,1997-03-17,62,0,115,68,3,0,0,0,0,0
2,278,6162,1,163,78,1,1808.800049,1997-08-01,171,,,,2,0,0,0,0,0
2,278,6163,1,163,78,3,,1996-09-14,104,1,104,26,1,0,0,0,0,0
2,278,6163,2,163,78,4,,1997-09-29,,,,,,0,0,0,0,0
2,278,6164,1,163,78,3,3576.199951,1997-06-12,89,1,89,11,1,0,0,0,0,0
2,278,6165,1,163,78,3,3450,1997-06-26,120,0,335,257,4,0,0,0,0,0
2,278,6166,1,163,78,1,2613.899902,1997-08-29,88,1,88,10,1,0,0,0,0,0
2,278,6167,1,163,78,1,,1997-08-29,,,,,,0,0,0,0,0
2,278,6168,1,163,78,3,,1997-04-21,111,0,151,73,3,0,0,0,0,0
2,278,6169,1,163,78,3,4409,1997-05-24,,,,,,0,0,0,0,0
2,278,6170,1,163,78,1,,1997-08-17,,,,,,0,0,0,0,0
2,278,6171,1,163,78,1,3075.399902,1997-08-17,108,1,108,30,1,0,0,0,0,0
2,278,6172,1,163,78,3,,1997-02-14,120,1,120,42,1,1,0,0,0,0
2,278,6173,1,163,78,1,3398.5,1997-08-06,146,0,186,108,2,0,0,0,0,0
2,278,6174,1,163,78,1,3596.699951,1997-08-06,89,1,89,11,1,0,0,0,0,0
2,278,6175,1,163,78,1,2845.600098,1997-08-06,98,1,98,20,1,0,0,0,0,0
2,278,6176,1,163,78,3,,1997-01-18,124,1,124,46,1,0,0,0,0,0
2,278,6177,1,163,78,3,,1996-12-05,,,,,,0,0,0,0,0
2,278,6178,1,163,78,1,2452,1997-08-03,107,0,279,201,6,0,0,0,0,0
2,278,6179,1,163,78,3,,1997-03-29,109,1,109,31,1,0,0,0,0,0
2,278,6180,1,163,78,2,,1997-01-28,169,1,169,91,1,0,0,0,0,0
2,278,6181,1,163,78,2,,1996-10-19,129,,,,1,0,0,0,0,0
2,278,6182,1,163,78,3,,1997-01-25,94,1,94,16,1,0,0,0,0,0
2,278,6183,1,163,78,3,,1997-03-16,177,0,345,267,4,0,0,0,0,0
2,278,6184,1,163,78,3,,1996-09-29,105,1,105,27,1,0,0,0,0,0
2,278,6184,2,163,78,4,4402.299805,1997-10-14,160,0,208,130,3,0,0,0,0,0
2,278,6185,1,163,78,3,,1997-02-22,97,1,97,19,1,0,0,0,0,0
2,278,6186,1,163,78,3,3862,1997-10-07,101,0,217,139,6,0,0,1,0,0
2,278,6187,1,163,78,3,,1996-11-12,114,0,199,121,4,0,0,0,0,0
2,278,6188,1,163,78,3,,1996-12-11,86,0,128,50,2,0,0,1,0,0
2,278,6189,1,163,78,3,,1997-11-03,,,,,,0,0,0,0,0
2,278,6190,1,163,78,3,,1996-10-05,119,0,243,165,6,0,0,0,0,0
2,278,6191,1,163,78,3,,1997-05-06,98,0,124,46,2,0,0,0,0,0
2,278,6192,1,163,78,3,2645.600098,1997-06-01,99,1,99,21,1,0,0,0,0,0
2,278,6193,1,163,78,3,,1997-01-24,91,0,135,57,2,0,0,0,0,0
2,278,6194,1,163,78,3,,1996-09-03,122,1,122,44,1,0,0,0,0,0
2,278,6194,2,163,78,4,,1997-10-03,,,,,,0,0,1,0,0
2,278,6195,1,163,78,3,,1997-01-18,94,0,147,69,2,0,0,0,0,0
2,278,6196,1,163,78,3,,1996-12-25,95,,,,3,0,0,0,0,0
2,278,6197,1,163,78,3,,1996-09-24,129,,,,1,0,0,0,0,0
2,278,6198,1,163,78,3,,1997-03-29,110,1,110,32,1,0,0,0,0,0
2,278,6199,1,163,78,3,,1996-12-11,84,,,,3,0,0,0,0,0
2,278,6200,1,163,78,3,,1997-02-06,173,1,173,95,1,0,0,1,0,0
2,278,6201,1,163,78,3,4231.100098,1997-07-09,250,1,250,172,1,0,0,0,0,0
2,278,6202,1,163,78,3,,1997-01-18,,,,,,0,0,0,0,0
2,278,6203,1,163,78,3,,1997-07-30,,,,,,0,0,0,0,0
2,278,6204,1,163,78,3,,1997-06-19,,,,,,0,0,0,0,0
2,278,6205,1,163,78,3,4088.600098,1997-09-10,,,,,,0,0,0,0,0
2,278,6206,1,163,78,3,,1997-08-12,,,,,,0,0,1,0,0
2,278,6207,1,163,78,3,,1997-02-12,,,,,,1,0,1,0,0
2,278,6208,1,163,78,3,,1997-05-24,,,,,,0,0,0,0,0
2,278,6209,1,163,78,3,,1997-03-04,93,1,93,15,1,0,0,0,0,0
2,278,6210,1,163,78,3,,1997-01-15,104,,,,3,0,0,0,0,0
2,278,6211,1,163,78,3,,1997-06-21,,,,,,0,0,0,0,0
2,278,6212,1,163,78,3,,1996-09-18,133,0,204,126,4,0,0,0,0,0
2,278,6213,1,163,78,3,,1997-02-25,106,0,131,53,2,0,0,0,0,0
2,278,6214,1,163,78,3,,1997-10-30,,,,,,0,0,1,0,0
2,278,6215,1,163,78,3,,1997-05-20,,,,,,0,0,0,0,0
2,278,6216,1,163,78,3,,1997-02-22,89,1,89,11,1,0,0,0,0,0
2,278,6217,1,163,78,3,3300,1997-06-05,140,1,140,62,1,0,0,0,0,0
2,278,6218,1,163,78,3,,1996-10-23,120,1,120,42,1,0,0,0,0,0
2,278,6218,2,163,78,4,3980.800049,1997-11-18,96,0,161,83,4,0,0,0,0,0
2,278,6219,1,163,78,3,,1997-04-23,,,,,,0,0,0,0,0
2,278,6220,1,163,78,3,,1996-10-18,106,0,149,71,3,0,0,0,0,0
2,278,6221,1,163,78,3,,1997-03-14,114,0,175,97,2,0,0,0,0,0
2,278,6222,1,163,78,3,,1997-04-10,135,1,135,57,1,0,0,0,0,0
2,278,6223,1,163,78,3,,1997-02-09,110,1,110,32,1,0,0,0,0,0
2,278,6224,1,163,78,3,,1997-03-23,,,,,,0,0,0,0,0
2,278,6225,1,163,78,3,3632.300049,1997-07-19,101,0,140,62,2,0,0,0,0,0
2,278,6226,1,163,78,3,,1997-03-30,,,,,,0,0,0,0,0
2,278,6227,1,163,78,3,,1997-06-16,,,,,,0,0,0,0,0
2,278,6228,1,163,78,3,3019.300049,1997-05-26,109,1,109,31,1,1,0,0,0,0
2,278,6229,1,163,78,3,3817.399902,1997-07-20,243,0,256,178,2,0,0,0,0,0
2,278,6230,1,163,78,3,3939.899902,1997-10-03,157,1,157,79,1,1,0,0,0,0
2,278,6231,1,163,78,4,3367.899902,1997-09-16,145,1,145,67,1,0,0,0,0,0
2,278,6232,1,163,78,3,,1996-12-28,153,,,,2,0,0,0,0,0
2,278,6233,1,163,78,3,,1996-12-10,148,0,213,135,2,0,0,0,0,0
2,278,6234,1,163,78,3,4508,1997-07-07,114,0,141,63,2,0,0,0,0,0
2,278,6235,1,163,78,3,,1997-02-20,95,1,95,17,1,0,0,0,0,0
2,278,6236,1,163,78,3,,1997-03-30,204,1,204,126,1,0,0,0,0,0
2,278,6237,1,163,78,3,,1997-01-01,114,1,114,36,1,0,0,1,0,0
2,278,6238,1,163,78,3,,1996-10-17,87,0,150,72,3,0,0,0,0,0
2,278,6239,1,163,78,3,,1997-01-06,144,0,181,103,2,0,0,1,0,0
2,278,6240,1,163,78,3,,1996-12-10,82,1,82,4,1,0,0,0,0,0
2,278,6241,1,163,78,3,,1996-10-27,91,1,91,13,1,0,0,0,0,0
2,278,6241,2,163,78,4,3446,1997-10-24,132,0,176,98,2,0,0,0,0,0
2,278,6242,1,163,78,3,4043.699951,1997-08-14,139,1,139,61,1,0,0,0,0,0
2,278,6243,1,163,78,3,3999.800049,1997-09-25,151,,,,2,0,0,0,0,0
2,278,6244,1,163,78,3,,1997-01-22,95,1,95,17,1,0,0,0,0,0
2,278,6245,1,163,78,3,,1996-10-19,93,0,152,74,3,0,0,0,0,0
2,278,6245,2,163,78,4,3412.300049,1997-11-27,108,0,132,54,2,0,0,0,0,0
2,278,6246,1,163,78,3,,1997-04-28,,,,,,0,0,0,0,0
2,278,6247,1,163,78,3,2763.199951,1997-05-26,155,0,220,142,4,0,0,0,0,0
2,278,6248,1,163,78,3,4354.200195,1997-09-13,104,1,104,26,1,0,0,0,0,0
2,278,6249,1,163,78,3,,1997-03-24,115,1,115,37,1,0,0,0,0,0
2,278,6250,1,163,78,3,,1997-02-23,,,,,,0,0,1,0,0
2,278,6251,1,163,78,3,3749,1997-05-26,155,0,219,141,2,0,0,0,0,0
2,278,6252,1,163,78,3,4307.899902,1997-05-20,127,,,,1,0,0,0,0,0
2,278,6253,1,163,78,3,3540,1997-05-21,100,1,100,22,1,0,0,0,0,0
2,278,6254,1,163,78,2,,1997-05-06,112,1,112,34,1,0,0,0,0,0
2,278,6255,1,163,78,3,,1997-04-11,107,1,107,29,1,0,0,0,0,0
2,278,6256,1,163,78,3,3631.199951,1997-07-04,74,0,189,111,3,0,0,0,0,0
2,278,6257,1,163,78,3,4120.5,1997-08-17,101,0,169,91,4,0,0,0,0,0
2,278,6258,1,163,78,3,,1997-03-22,160,0,236,158,3,0,0,0,0,0
2,278,6259,1,163,78,3,3000,1997-05-07,91,0,111,33,2,0,0,0,0,0
2,278,6260,1,163,78,3,3801.300049,1997-07-01,111,1,111,33,1,0,0,0,0,0
2,278,6261,1,163,78,3,2923.899902,1997-08-02,,,,,,0,0,1,0,0
2,278,6262,1,163,78,3,4259.899902,1997-06-05,97,0,323,245,6,1,0,0,0,0
2,278,6263,1,163,78,3,,1997-08-15,,,,,,0,0,0,0,0
2,278,6264,1,163,78,3,4468,1997-10-11,171,0,217,139,2,0,0,0,0,0
2,278,6265,1,163,78,3,4065.600098,1997-08-06,132,,,,2,0,0,0,0,0
2,278,6266,1,163,78,2,,1997-03-30,99,0,121,43,2,0,0,0,0,0
2,278,6267,1,163,78,3,3760,1997-07-29,,,,,,0,0,0,0,0
2,278,6268,1,163,78,2,,1996-12-06,96,0,203,125,3,0,0,1,0,0
2,278,6269,1,163,78,2,,1996-10-25,217,0,329,251,2,0,0,0,0,0
2,278,6270,1,163,78,3,4461.299805,1997-10-27,107,0,178,100,4,0,0,0,0,0
2,278,6271,1,163,78,3,4099.399902,1997-07-25,94,1,94,16,1,1,0,0,0,0
2,278,6272,1,163,78,2,,1997-01-01,,,,,,0,0,0,0,0
2,278,6273,1,163,78,3,,1997-07-22,,,,,,0,0,0,0,0
2,278,6274,1,163,78,2,,1996-09-16,139,0,242,164,2,0,0,0,0,0
2,278,6275,1,163,78,2,,1996-11-12,163,1,163,85,1,0,0,1,0,0
2,278,6276,1,163,78,2,,1996-10-15,104,1,104,26,1,0,0,0,0,0
2,278,6276,2,163,78,3,4105.600098,1997-10-19,100,0,224,146,5,0,0,1,0,0
2,278,6277,1,163,78,2,,1996-11-30,103,1,103,25,1,0,0,0,0,0
2,278,6278,1,163,78,2,,1997-01-21,129,1,129,51,1,0,0,0,0,0
2,278,6279,1,163,78,2,,1996-10-19,104,0,150,72,3,0,0,0,0,0
2,278,6280,1,163,78,2,,1997-01-28,,,,,,0,0,0,0,0
2,278,6281,1,163,78,2,,1997-01-01,107,1,107,29,1,0,0,0,0,0
2,278,6282,1,163,78,2,,1997-03-24,150,,,,6,0,0,0,0,0
2,278,6283,1,163,78,1,,1996-10-17,139,0,163,85,2,0,0,0,0,0
2,278,6284,1,163,78,2,4016.300049,1997-07-31,152,0,295,217,4,0,0,1,0,0
2,278,6285,1,163,78,2,,1996-12-19,96,1,96,18,1,0,0,0,0,0
2,278,6286,1,163,78,2,2561.699951,1997-05-23,123,1,123,45,1,0,0,0,0,0
2,278,6287,1,163,78,2,4176.399902,1997-05-30,,,,,,0,0,0,0,0
2,278,6288,1,163,78,2,3502.100098,1997-07-28,126,0,233,155,6,0,0,0,0,0
2,278,6289,1,163,78,2,,1997-02-06,96,1,96,18,1,0,0,0,0,0
2,278,6290,1,163,78,2,3541.300049,1997-05-13,103,1,103,25,1,0,0,0,0,0
2,278,6291,1,163,78,1,,1996-10-20,,,,,,0,0,0,0,0
2,278,6292,1,163,78,2,,1997-03-26,108,1,108,30,1,0,0,0,0,0
2,278,6293,1,163,78,1,,1996-12-08,98,1,98,20,1,0,0,1,0,0
2,278,6294,1,163,78,2,,1997-04-06,110,0,133,55,2,0,0,0,0,0
2,278,6295,1,163,78,2,,1997-02-25,90,0,137,59,2,0,0,0,0,0
2,278,6296,1,163,78,2,2818.600098,1997-06-18,94,1,94,16,1,0,0,0,0,0
2,278,6297,1,163,78,2,3449.300049,1997-10-27,114,0,174,96,3,0,0,0,0,0
2,278,6298,1,163,78,2,,1997-07-23,,,,,,1,0,0,0,0
2,278,6299,1,163,78,2,3173.600098,1997-06-08,140,0,163,85,2,0,0,0,0,0
2,278,6300,1,163,78,2,,1997-05-15,83,,,,2,0,0,0,0,0
2,278,6301,1,163,78,1,,1996-09-03,179,0,308,230,4,0,0,0,0,0
2,278,6302,1,163,78,2,3813.899902,1997-06-30,95,0,159,81,4,0,0,0,0,0
2,278,6303,1,163,78,2,3056.300049,1997-10-19,101,0,203,125,5,0,0,0,0,0
2,278,6304,1,163,78,1,,1996-09-02,106,0,149,71,2,0,0,0,0,0
2,278,6304,2,163,78,2,3714.300049,1997-11-08,120,0,205,127,4,0,0,0,0,0
2,278,6305,1,163,78,2,3287,1997-08-05,94,1,94,16,1,0,0,0,0,0
2,278,6306,1,163,78,2,3316.800049,1997-11-23,150,1,150,72,1,0,0,0,0,0
2,278,6307,1,163,78,2,3435.300049,1997-08-17,126,0,256,178,7,0,0,0,0,0
2,278,6308,1,163,78,2,3418.600098,1997-08-21,119,0,264,186,6,0,0,1,0,0
2,278,6309,1,163,78,1,,1996-09-12,104,0,146,68,2,0,0,0,0,0
2,278,6309,2,163,78,2,3944.300049,1997-11-16,177,,,,1,0,0,0,0,0
2,278,6310,1,163,78,1,,1996-09-25,126,0,217,139,4,0,0,0,0,0
2,278,6311,1,163,78,2,4055.100098,1997-09-15,108,1,108,30,1,0,0,0,0,0
2,278,6312,1,163,78,2,3107.300049,1997-08-10,132,0,155,77,2,0,0,0,0,0
2,278,6313,1,163,78,1,,1996-11-23,92,0,236,158,5,0,0,0,0,0
2,278,6314,1,163,78,1,,1996-10-08,99,1,99,21,1,0,0,0,0,0
2,278,6314,2,163,78,2,4454.799805,1997-10-21,107,0,226,148,5,0,0,0,0,0
